gene,baseMean,log2FoldChange,Direction,Endogenous_Promoter,Exogenous_Promoter
Gls2,117.1355995,0.917549234,UP,FALSE,TRUE
Gpc6,97.92723911,-0.700758753,DOWN,TRUE,TRUE
Gpr139,87.61304972,0.85421715,UP,FALSE,TRUE
Gpr161,420.4991444,0.574054209,UP,TRUE,TRUE
Gpr88,1281.594287,-0.656305298,DOWN,FALSE,TRUE
Gpx1,795.9033515,-0.520357344,DOWN,TRUE,TRUE
Grk4,107.3171221,0.753492199,UP,TRUE,TRUE
Haus7,317.2206666,0.814189709,UP,TRUE,TRUE
Heg1,366.1741442,-0.572911513,DOWN,FALSE,TRUE
Hes6,429.6554347,0.631325463,UP,TRUE,TRUE
Hivep1,2062.472075,-0.551054802,DOWN,TRUE,TRUE
Hk2,235.1877671,1.070274726,UP,TRUE,TRUE
Hlf,546.6330943,-0.884855434,DOWN,TRUE,TRUE
Hmgb2,967.0984307,0.535016998,UP,TRUE,TRUE
Hmgn5,409.8601266,0.712161744,UP,FALSE,TRUE
Hopx,331.6919066,-0.513598477,DOWN,TRUE,TRUE
Hrh1,177.8163567,-0.664246805,DOWN,TRUE,TRUE
Hs6st3,99.12277419,-0.862433202,DOWN,TRUE,TRUE
Hscb,238.6532068,0.533285982,UP,TRUE,TRUE
Hsd11b1,131.4765649,1.11666158,UP,TRUE,TRUE
Inhba,746.9453514,1.547634326,UP,TRUE,TRUE
Iqgap2,413.9804099,-0.619268031,DOWN,TRUE,TRUE
Irak2,107.0956875,-0.740159482,DOWN,TRUE,TRUE
Itga9,130.5557508,-0.719375549,DOWN,TRUE,TRUE
Itgav,1126.583363,-0.610788779,DOWN,TRUE,TRUE
Kat14,409.4371322,-0.613076082,DOWN,TRUE,TRUE
Kazn,814.6685807,-0.54714365,DOWN,TRUE,TRUE
Kcnd2,1269.058944,-0.68439798,DOWN,FALSE,TRUE
Kcnh1,978.5173962,-0.512299458,DOWN,TRUE,TRUE
Kcnip4,497.1503788,-0.528949083,DOWN,TRUE,TRUE
Kcnj2,208.5933793,-0.948197285,DOWN,TRUE,TRUE
Kcnj6,303.8647453,-0.633269719,DOWN,FALSE,TRUE
Kcnk2,1126.19171,-0.518335355,DOWN,FALSE,TRUE
Kcnt2,416.863675,-0.648212436,DOWN,FALSE,TRUE
Kit,1345.838,-0.992181101,DOWN,TRUE,TRUE
Kitl,895.2077349,-0.568194199,DOWN,TRUE,TRUE
Klf5,546.2496274,-0.720748102,DOWN,TRUE,TRUE
Lamb3,215.4754513,0.665309665,UP,TRUE,FALSE
Lifr,682.9908807,-0.589746154,DOWN,TRUE,TRUE
Lingo2,601.3434032,-0.505513816,DOWN,FALSE,TRUE
Lmo1,926.3286776,0.522354747,UP,TRUE,TRUE
Lmo3,1660.057214,-0.571970615,DOWN,TRUE,TRUE
Lrguk,229.1708301,-0.603185023,DOWN,TRUE,TRUE
Lrrc8b,2201.087981,-0.583828906,DOWN,TRUE,TRUE
Lrrtm3,877.8224189,-0.790638709,DOWN,TRUE,TRUE
Lrrtm4,333.8676321,-0.724425888,DOWN,FALSE,TRUE
Lsp1,125.4403365,0.640558557,UP,TRUE,TRUE
Lypla1,324.7188928,-0.508324053,DOWN,TRUE,TRUE
Mafa,51.70692364,1.150209677,UP,TRUE,TRUE
Mafb,611.7247913,-0.502551266,DOWN,TRUE,TRUE
Maff,154.4167551,1.331572981,UP,TRUE,TRUE
Maml2,234.0115152,-0.565453017,DOWN,TRUE,TRUE
Maml3,310.2388582,-0.588143138,DOWN,TRUE,TRUE
Man1c1,506.6594092,-0.567061842,DOWN,TRUE,TRUE
Man2a1,263.308736,-0.905361611,DOWN,TRUE,TRUE
Map3k5,847.5244555,-0.513280266,DOWN,TRUE,TRUE
Mapkapk5,122.3012391,0.685697624,UP,TRUE,TRUE
Mast4,377.3610839,-0.82737872,DOWN,TRUE,TRUE
Mcc,171.5595816,-0.577869109,DOWN,FALSE,TRUE
Mecp2,33115.09157,4.447962786,UP,TRUE,TRUE
Med6,577.826734,0.568793608,UP,TRUE,TRUE
Megf11,579.8710827,-0.516279607,DOWN,FALSE,TRUE
Metrnl,260.8079447,0.996616924,UP,TRUE,TRUE
Mgll,1462.933333,-0.6021757,DOWN,TRUE,TRUE
Micos13,1730.502219,0.529709516,UP,TRUE,TRUE
Mrpl23,741.1568658,0.565969133,UP,TRUE,TRUE
Mrps28,226.2653457,0.505467769,UP,TRUE,TRUE
Mrtfa,797.4326076,-0.561889912,DOWN,TRUE,TRUE
Mtcl1,634.9795897,-0.642291757,DOWN,TRUE,TRUE
Mycl,1151.471704,0.722619101,UP,FALSE,TRUE
Mylip,444.9118304,-0.536388444,DOWN,TRUE,TRUE
Myo16,1032.653045,-0.579674598,DOWN,FALSE,TRUE
Myof,82.27200287,-0.787660164,DOWN,TRUE,TRUE
Napepld,329.6076132,-0.690508996,DOWN,TRUE,TRUE
Nat9,284.5454787,0.503319712,UP,TRUE,FALSE
Nav3,2066.751647,-0.623704067,DOWN,TRUE,TRUE
Ncam2,1629.256993,-0.749070981,DOWN,TRUE,TRUE
Ndrg1,356.9572646,0.560071326,UP,TRUE,FALSE
Ndufs6,1621.469265,0.506209347,UP,FALSE,TRUE
Nek10,202.850329,-0.653025733,DOWN,TRUE,TRUE
Neurl1a,1859.345965,-0.566515949,DOWN,FALSE,TRUE
Nexn,64.03854552,-0.985431502,DOWN,TRUE,TRUE
Nfatc2,756.4930098,-0.604130208,DOWN,TRUE,TRUE
Nfatc3,203.4131062,-0.549608998,DOWN,TRUE,TRUE
Nhp2,1393.261414,0.639041726,UP,TRUE,TRUE
Nlgn1,1855.644261,-0.613544164,DOWN,TRUE,TRUE
Notch2,634.9150107,-0.51430348,DOWN,TRUE,TRUE
Npas2,410.8161573,-0.86789866,DOWN,FALSE,TRUE
Nqo2,187.1440313,-0.505919432,DOWN,TRUE,TRUE
Nr2f2,308.6263416,-0.545562413,DOWN,TRUE,TRUE
Nrip1,898.7945411,-0.825593392,DOWN,TRUE,TRUE
Nrp2,1460.062193,-0.541600443,DOWN,TRUE,TRUE
Ntng1,155.8308158,-0.576093227,DOWN,TRUE,FALSE
Ntng2,1112.58115,1.010115902,UP,TRUE,TRUE
Nudt1,130.3892527,0.634287013,UP,TRUE,TRUE
Nyap2,1232.055371,-0.515169687,DOWN,FALSE,TRUE
Olfml3,82.56456107,-1.134961868,DOWN,TRUE,TRUE
Osbpl3,327.1793504,-0.657294803,DOWN,TRUE,TRUE
Ost4,740.6566206,0.564667882,UP,TRUE,TRUE
Pafah1b3,400.9273341,0.611483935,UP,FALSE,TRUE
Pag1,670.3163857,-0.54390789,DOWN,TRUE,TRUE
Pbx3,543.1973297,-0.557242108,DOWN,TRUE,TRUE
Pcbd2,377.2205726,0.516024486,UP,TRUE,TRUE
Pcdh10,3492.17862,-0.519946157,DOWN,TRUE,TRUE
Pcdh17,2250.543018,-0.532731466,DOWN,TRUE,TRUE
Pde3a,227.4262919,-0.73256662,DOWN,TRUE,TRUE
Pdzd2,1467.778441,-0.874590912,DOWN,TRUE,TRUE
Pdzrn3,705.1760177,-0.818642943,DOWN,TRUE,TRUE
Peg10,713.8486201,-1.633092818,DOWN,TRUE,TRUE
Pgk1,11184.64464,0.516780361,UP,TRUE,TRUE
Phactr1,4160.55099,-0.635671639,DOWN,TRUE,TRUE
Pip5k1b,332.2677616,-0.547119423,DOWN,FALSE,TRUE
Pitpnm2,3006.212568,-0.503475091,DOWN,TRUE,TRUE
Plagl1,853.9289745,-1.133399849,DOWN,TRUE,TRUE
Plcb1,2293.253316,-0.688593618,DOWN,TRUE,TRUE
Plcb4,823.4832886,-0.667589264,DOWN,TRUE,TRUE
Plch2,848.2439963,-0.50566246,DOWN,TRUE,TRUE
Plcl1,361.9189491,-0.726832068,DOWN,TRUE,TRUE
Pls3,5878.384631,0.615604423,UP,FALSE,TRUE
Polr2d,1426.034948,0.532291177,UP,TRUE,TRUE
Pom121,1024.250943,-0.535759929,DOWN,FALSE,TRUE
Ppih,352.836156,0.502700352,UP,TRUE,TRUE
Ppm1l,2071.954214,-0.600283029,DOWN,TRUE,TRUE
Ppp1r1a,2110.034561,0.731899647,UP,TRUE,FALSE
Prag1,811.6086616,-0.664200154,DOWN,TRUE,TRUE
Prdm8,723.8835457,-0.620152759,DOWN,TRUE,TRUE
Prickle1,525.5187025,-0.62219238,DOWN,TRUE,TRUE
Prkaa2,989.9738384,-0.6521098,DOWN,TRUE,TRUE
Prkca,3317.176829,-0.602682229,DOWN,TRUE,TRUE
Prkg1,354.0460376,-0.712894436,DOWN,TRUE,TRUE
Pter,1337.151327,-0.511061052,DOWN,TRUE,TRUE
Ptpn14,110.2776341,-0.989870788,DOWN,TRUE,TRUE
Ptprg,2259.973096,-0.565746129,DOWN,TRUE,TRUE
Ptpro,2053.390017,-0.687297014,DOWN,TRUE,TRUE
Ptprr,605.3617559,-0.563011773,DOWN,TRUE,TRUE
Rab26,459.2732896,0.673237554,UP,FALSE,TRUE
Rasgef1b,602.1834548,-1.274459913,DOWN,TRUE,TRUE
Rasgef1c,264.2202934,-0.626972371,DOWN,FALSE,TRUE
Rassf1,232.0049551,0.63280829,UP,TRUE,TRUE
Rassf3,185.6733877,-0.580914276,DOWN,TRUE,TRUE
Rbms3,669.8699475,-0.608360329,DOWN,TRUE,TRUE
Rdh11,1201.248565,0.549130151,UP,FALSE,TRUE
Retreg1,1007.075053,-0.501378781,DOWN,FALSE,TRUE
Rnd2,1434.007338,0.560580658,UP,TRUE,TRUE
Rnf165,1760.292395,-0.556663965,DOWN,TRUE,TRUE
Rnf181,2047.316502,0.509439852,UP,TRUE,TRUE
Robo2,1569.625909,-0.507072923,DOWN,TRUE,TRUE
Rpl18,4813.04167,0.610132214,UP,TRUE,TRUE
Rpl27,5069.129992,0.65662329,UP,TRUE,TRUE
Rpl29,2446.023124,0.586578565,UP,TRUE,TRUE
Rpl31,6539.137255,0.50632202,UP,TRUE,TRUE
Rpl35,4078.439377,0.545695672,UP,TRUE,TRUE
Rpl35a,1877.746613,0.668862974,UP,TRUE,TRUE
Rps11,2990.675056,0.520842837,UP,TRUE,TRUE
Rps14,9379.932371,0.608078594,UP,TRUE,TRUE
Rps15,7733.453087,0.500844579,UP,TRUE,TRUE
Rps24,7320.715508,0.515992748,UP,TRUE,TRUE
Rps3,11148.22312,0.648816799,UP,TRUE,TRUE
Rps6ka2,1676.209284,-0.533910228,DOWN,TRUE,TRUE
Rreb1,531.3023245,-0.646506449,DOWN,TRUE,TRUE
Rspo3,406.242118,0.659705081,UP,TRUE,TRUE
Rtl8a,410.1333739,-0.50034968,DOWN,TRUE,TRUE
Ryr2,3463.711688,-0.508089003,DOWN,FALSE,TRUE
S1pr3,312.0773156,-0.589187806,DOWN,TRUE,TRUE
Samd4,947.3962984,-0.706261434,DOWN,TRUE,TRUE
Samd5,251.52044,-0.637021895,DOWN,TRUE,TRUE
Sap30,244.9869623,0.571523538,UP,TRUE,TRUE
Sat1,889.6507173,0.512332101,UP,TRUE,TRUE
Scd1,2694.475475,-0.541470277,DOWN,TRUE,TRUE
Scml4,118.5445395,-0.705738985,DOWN,TRUE,TRUE
Scn5a,104.4625421,-0.791277751,DOWN,TRUE,TRUE
Scube1,533.6977464,0.539427535,UP,FALSE,TRUE
Sdk1,216.344835,-0.683171124,DOWN,FALSE,TRUE
Sema3a,918.0766976,-0.618303738,DOWN,TRUE,TRUE
Sema6a,1199.159333,-0.668751985,DOWN,TRUE,TRUE
Serpine1,157.4034143,0.936617812,UP,TRUE,TRUE
Setd7,2081.083112,-0.565052492,DOWN,TRUE,FALSE
Sfrp2,149.6470031,-0.599442331,DOWN,TRUE,TRUE
Sh3bp4,630.23125,-0.553893782,DOWN,TRUE,TRUE
Shh,58.05232168,0.958386107,UP,TRUE,TRUE
Shroom3,153.288664,-0.632003102,DOWN,TRUE,TRUE
Six3,187.4003265,-0.503328878,DOWN,FALSE,TRUE
Slc2a13,1685.481593,-0.798619826,DOWN,TRUE,TRUE
Slc38a6,92.94932116,-0.899565563,DOWN,TRUE,TRUE
Slit3,1065.376411,-0.925185751,DOWN,TRUE,TRUE
Smad3,576.8059558,-0.902842065,DOWN,TRUE,TRUE
Snrnp25,564.7288493,0.6778647,UP,TRUE,TRUE
Snrpd2,3246.618385,0.608298061,UP,TRUE,TRUE
Snrpd3,2339.914438,0.552375771,UP,TRUE,TRUE
Sntb2,296.5194774,-0.54609174,DOWN,TRUE,TRUE
Sorbs2,4134.802268,-0.580291634,DOWN,FALSE,TRUE
Sorcs3,1020.846283,-0.645460913,DOWN,TRUE,TRUE
Sox5,378.2351232,-0.593273442,DOWN,TRUE,TRUE
Spata13,291.205199,-0.902112408,DOWN,TRUE,TRUE
Spock1,3969.402252,-0.616006097,DOWN,TRUE,TRUE
Srgap1,520.1489442,-0.559824176,DOWN,FALSE,TRUE
Ssna1,1118.220188,0.504396209,UP,TRUE,TRUE
St6galnac3,112.5958758,-0.774215672,DOWN,TRUE,TRUE
St6galnac5,1662.249947,-0.752191985,DOWN,TRUE,TRUE
Stard13,69.79988584,-0.878734532,DOWN,TRUE,TRUE
Stard8,106.6074874,-0.913727432,DOWN,TRUE,TRUE
Stc2,260.1095848,0.870993306,UP,TRUE,TRUE
Stum,5599.827381,-0.632056567,DOWN,FALSE,TRUE
Suox,223.2645526,0.561005958,UP,FALSE,TRUE
Svbp,461.0652722,0.701505522,UP,TRUE,TRUE
Synj2,666.7230146,-0.633673901,DOWN,TRUE,TRUE
Synpo,2537.046244,-0.620167373,DOWN,TRUE,TRUE
Tafa1,1408.483703,-0.560337945,DOWN,FALSE,TRUE
Tanc1,259.8738195,-1.045417009,DOWN,TRUE,TRUE
Tcerg1l,334.1058826,-0.825882359,DOWN,FALSE,TRUE
Tead1,461.7977487,-0.582108998,DOWN,TRUE,TRUE
Tenm2,4670.038629,-0.650615913,DOWN,TRUE,TRUE
Tenm3,1974.247411,-1.091562525,DOWN,TRUE,TRUE
Tgfbr2,158.7375315,-0.891009195,DOWN,TRUE,TRUE
Tgm3,584.900933,0.868560481,UP,TRUE,FALSE
Thbd,57.78898031,1.155386834,UP,FALSE,TRUE
Thsd4,187.1007454,-0.575235695,DOWN,TRUE,FALSE
Tiam1,3633.829091,-0.773411432,DOWN,TRUE,TRUE
Tlcd1,197.038455,0.756694534,UP,TRUE,FALSE
Tle4,477.1825983,-0.62119153,DOWN,TRUE,TRUE
Tlk1,1090.231212,-0.596727265,DOWN,TRUE,TRUE
Tmem120a,340.1645829,0.700474297,UP,TRUE,TRUE
Tmem160,806.970918,0.503056148,UP,TRUE,TRUE
Tmem163,303.7449625,0.514071745,UP,FALSE,TRUE
Tmem200c,162.6203043,-0.569886833,DOWN,TRUE,TRUE
Tmem218,558.8251996,0.564723098,UP,TRUE,TRUE
Tmem8b,1831.817654,-0.512110838,DOWN,FALSE,TRUE
Tmprss7,126.9572363,1.263506741,UP,TRUE,TRUE
Tmsb10,8857.080317,0.550702337,UP,FALSE,TRUE
Tmtc4,681.713398,1.108953679,UP,TRUE,TRUE
Tnfrsf12a,230.3033876,1.064771335,UP,TRUE,TRUE
Tpd52l1,431.242867,0.677401209,UP,TRUE,TRUE
Trabd2b,75.40540095,-1.137774059,DOWN,TRUE,TRUE
Trerf1,425.534106,-0.505832306,DOWN,TRUE,TRUE
Trpm3,463.9331901,-0.771003159,DOWN,TRUE,TRUE
Tshz3,379.0589029,-1.251444903,DOWN,TRUE,TRUE
Tspan17,283.7581518,0.731514916,UP,TRUE,TRUE
Ttc39b,946.6533954,-0.570564746,DOWN,TRUE,TRUE
Tubb2b,14106.85115,0.614433763,UP,TRUE,TRUE
Txnrd3,162.8564219,0.76618022,UP,TRUE,TRUE
Uba52,269.8645876,0.561727635,UP,TRUE,TRUE
Ubl5,3594.438472,0.541937116,UP,FALSE,TRUE
Ubr4,3823.260692,-0.573866556,DOWN,TRUE,TRUE
Unc5c,1245.295425,-0.509761622,DOWN,TRUE,TRUE
Unc5d,1792.674745,-0.594120136,DOWN,TRUE,TRUE
Usp46,2067.863344,-0.561502365,DOWN,TRUE,TRUE
Ust,663.8691884,-0.80724803,DOWN,TRUE,TRUE
Vcam1,485.1828223,0.554617328,UP,TRUE,TRUE
Vegfa,2799.859531,0.789732481,UP,TRUE,TRUE
Vwa1,157.0407788,0.83387513,UP,TRUE,TRUE
Vwc2l,135.3151693,-0.645037077,DOWN,FALSE,TRUE
Wdfy3,3514.741249,-0.540260511,DOWN,TRUE,TRUE
Wls,1096.25216,0.637059136,UP,TRUE,TRUE
Wnt7b,2294.098191,0.79243429,UP,TRUE,TRUE
Zbtb7b,186.5567922,0.613283629,UP,TRUE,TRUE
Zbtb7c,197.5506185,-0.55591179,DOWN,TRUE,TRUE
Zdhhc14,911.7906772,-0.515289921,DOWN,TRUE,TRUE
Zfp365,3755.370173,-0.503315749,DOWN,TRUE,TRUE
Zfp385b,466.7788748,-0.664687318,DOWN,FALSE,TRUE
Zfp608,1026.663865,-0.651179084,DOWN,TRUE,TRUE
Zxdb,174.769807,-0.635684453,DOWN,TRUE,FALSE
